ID;Path;Slice Name;Alias(s);Label;Min;Max;Must Support?;Is Modifier?;Is Summary?;Type(s);Short;Definition;Comments;Requirements;Default Value;Meaning When Missing;Fixed Value;Pattern;Example;Minimum Value;Maximum Value;Maximum Length;Binding Strength;Binding Description;Binding Value Set;Code;Slicing Discriminator;Slicing Description;Slicing Ordered;Slicing Rules;Base Path;Base Min;Base Max;Condition(s);Constraint(s);Mapping: Workflow Pattern;Mapping: FiveWs Pattern Mapping;Mapping: RIM Mapping;Mapping: Object Implementation Information
TestScript.common.key;TestScript.common.key;;;;1;1;;;;"id
";Key that identifies this common collection of actions;Key that identifies this common collection of actions (unique within this resource).;;;;;;;;;;;;;;;;;;;TestScript.common.key;1;1;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.common.name;TestScript.common.name;;;;0;1;;;;"string
";Tracking/logging name of this common collection of actions;The name of this this common collection of actions used for tracking/logging purposes by test engines.;;;;;;;;;;;;;;;;;;;TestScript.common.name;0;1;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.common.description;TestScript.common.description;;;;0;1;;;;"string
";Tracking/reporting short description of this common collection of actions;A short description of this common collection of actions used by test engines for tracking and reporting purposes.;;;;;;;;;;;;;;;;;;;TestScript.common.description;0;1;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.common.parameter;TestScript.common.parameter;;;;0;*;;;;"BackboneElement
";Parameter(s) to convey input values to this common collection of actions in this script;Optional named parameter(s) to provide input values to this common collection of actions from this or an external TestScript.;;;;;;;;;;;;;;;;;;;TestScript.common.parameter;0;*;;"ele-1:All FHIR elements must have a @value or children or both {hasValue() or (children().count() > id.count())}
";;;;
TestScript.common.parameter.id;TestScript.common.parameter.id;;;;0;1;;;;"string
";Unique id for inter-element referencing;Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.;;;;;;;;;;;;;;;;;;;Element.id;0;1;"ele-1
";;;;n/a;
TestScript.common.parameter.extension;TestScript.common.parameter.extension;;"extensions
user content";;0;*;;;;"Extension
";Additional content defined by implementations;May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.;There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.;;;;;;;;;;;;;;;;;;Element.extension;0;*;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;n/a;
TestScript.common.parameter.modifierExtension;TestScript.common.parameter.modifierExtension;;"extensions
user contentmodifiers";;0;*;;Y;Y;"Extension
";Extensions that cannot be ignored even if unrecognized;"May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).";There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.;Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](extensibility.html#modifierExtension).;;;;;;;;;;;;;;;;;BackboneElement.modifierExtension;0;*;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;N/A;
TestScript.common.parameter.name;TestScript.common.parameter.name;;;;0;1;;;;"string
";Tracking/logging name of this parameter to be used in this common collection of actions;The name of this parameter that will referenced in this common collection of actions using the TestScript variable nomenclature '${name}.;;;;;;;;;;;;;;;;;;;TestScript.common.parameter.name;0;1;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.common.parameter.description;TestScript.common.parameter.description;;;;0;1;;;;"string
";Tracking/reporting short description of this parameter to be used this common collection of actions;An optional short description of this parameter to be used this common collection of actions used by test engines for tracking and reporting purposes.;;;;;;;;;;;;;;;;;;;TestScript.common.parameter.description;0;1;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.common.action;TestScript.common.action;;;;1;*;;;;"BackboneElement
";A common operation or assert that can be re-used in this script;An action will contain either an operation or an assertion but not both.;;;;;;;;;;;;;;;;;;;TestScript.common.action;1;*;;"ele-1:All FHIR elements must have a @value or children or both {hasValue() or (children().count() > id.count())}
tst-14:Common action SHALL contain either an operation or assert but not both. {operation.exists() xor assert.exists()}";;;;
TestScript.common.action.id;TestScript.common.action.id;;;;0;1;;;;"string
";Unique id for inter-element referencing;Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.;;;;;;;;;;;;;;;;;;;Element.id;0;1;"ele-1
";;;;n/a;
TestScript.common.action.extension;TestScript.common.action.extension;;"extensions
user content";;0;*;;;;"Extension
";Additional content defined by implementations;May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.;There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.;;;;;;;;;;;;;;;;;;Element.extension;0;*;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;n/a;
TestScript.common.action.modifierExtension;TestScript.common.action.modifierExtension;;"extensions
user contentmodifiers";;0;*;;Y;Y;"Extension
";Extensions that cannot be ignored even if unrecognized;"May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).";There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.;Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](extensibility.html#modifierExtension).;;;;;;;;;;;;;;;;;BackboneElement.modifierExtension;0;*;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;N/A;
TestScript.common.action.operation;TestScript.common.action.operation;;;;0;1;;;;;The common operation that can be re-used in this script;An operation would involve a REST request to a server.;;;;;;;;;;;;;;;;;;;TestScript.common.action.operation;0;1;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
tst-15:Common operation SHALL contain either sourceId or targetId or params or url. {sourceId.exists() or (targetId.count() + url.count() + params.count() = 1) or (type.code in ('capabilities' | 'search' | 'transaction' | 'history'))}";;;;
TestScript.common.action.assert;TestScript.common.action.assert;;;;0;1;;;;;The common assertion to perform;Evaluates the results of previous operations to determine if the server under test behaves appropriately.;In order to evaluate an assertion, the request, response, and results of the most recently executed operation must always be maintained by the test engine.;;;;;;;;;;;;;;;;;;TestScript.common.action.assert;0;1;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
tst-16:Common action assert SHALL contain either compareToSourceId and compareToSourceExpression, compareToSourceId and compareToSourcePath or neither. {compareToSourceId.empty() xor (compareToSourceExpression.exists() or compareToSourcePath.exists())}tst-17:Common action assert response and response and responseCode SHALL be empty when direction equals request {(response.empty() and responseCode.empty() and direction = 'request') or direction.empty() or direction = 'response'}tst-18:Only a single assertion SHALL be present within common action assert element. {extension.exists() or (contentType.count() + expression.count() + headerField.count() + minimumId.count() + navigationLinks.count() + path.count() + requestMethod.count() + resource.count() + responseCode.count() + response.count() + validateProfileId.count() <=1) or (((expression.count() + minimumId.count() <=2) or (expression.count() + validateProfileId.count() <=2)) and (expression.count() + path.count() <=1) and (minimumId.count() + validateProfileId.count() <=1)) or (((path.count() + minimumId.count() <=2) or (path.count() + validateProfileId.count() <=2)) and (expression.count() + path.count() <=1) and (minimumId.count() + validateProfileId.count() <=1))}";;;;
